Text,LanguageCode,Language
"bocchino","it","Italian"
"bofilo","it","Italian"
"boiata","it","Italian"
"bordello","it","Italian"
"brinca","it","Italian"
"bucaiolo","it","Italian"
"budiùlo","it","Italian"
"buona donna","it","Italian"
"busone","it","Italian"
"cacca","it","Italian"
"caccati in mano e prenditi a schiaffi","it","Italian"
"caciocappella","it","Italian"
"cadavere","it","Italian"
"cagare","it","Italian"
"cagata","it","Italian"
"cagna","it","Italian"
"cammello","it","Italian"
"cappella","it","Italian"
"carciofo","it","Italian"
"carità","it","Italian"
"casci","it","Italian"
"cazzata","it","Italian"
"cazzimma","it","Italian"
"cazzo","it","Italian"
"checca","it","Italian"
"chiappa","it","Italian"
"chiavare","it","Italian"
"chiavata","it","Italian"
"ciospo","it","Italian"
"ciucciami il cazzo","it","Italian"
"coglione","it","Italian"
"coglioni","it","Italian"
"cornuto","it","Italian"
"cozza","it","Italian"
"culattina","it","Italian"
"culattone","it","Italian"
"culo","it","Italian"
"di merda","it","Italian"
"ditalino","it","Italian"
"duro","it","Italian"
"fare unaŠ","it","Italian"
"fava","it","Italian"
"femminuccia","it","Italian"
"fica","it","Italian"
"figa","it","Italian"
"figlio di buona donna","it","Italian"
"figlio di puttana","it","Italian"
"figone","it","Italian"
"finocchio","it","Italian"
"fottere","it","Italian"
"fottersi","it","Italian"
"fracicone","it","Italian"
"fregna","it","Italian"
"frocio","it","Italian"
"froscio","it","Italian"
"fuori come un balcone","it","Italian"
"goldone","it","Italian"
"grilletto","it","Italian"
"guanto","it","Italian"
"guardone","it","Italian"
"incazzarsi","it","Italian"
"incoglionirsi","it","Italian"
"ingoio","it","Italian"
"l'arte bolognese","it","Italian"
"leccaculo","it","Italian"
"lecchino","it","Italian"
"lofare","it","Italian"
"loffa","it","Italian"
"loffare","it","Italian"
"lumaca","it","Italian"
"manico","it","Italian"
"mannaggia","it","Italian"
"merda","it","Italian"
"merdata","it","Italian"
"merdoso","it","Italian"
"mignotta","it","Italian"
"minchia","it","Italian"
"minchione","it","Italian"
"mona","it","Italian"
"monta","it","Italian"
"montare","it","Italian"
"mussa","it","Italian"
"nave scuola","it","Italian"
"nerchia","it","Italian"
"nudo","it","Italian"
"padulo","it","Italian"
"palle","it","Italian"
"palloso","it","Italian"
"patacca","it","Italian"
"patonza","it","Italian"
"pecorina","it","Italian"
"pesce","it","Italian"
"picio","it","Italian"
"pincare","it","Italian"
"pipa","it","Italian"
"pippone","it","Italian"
"pipì","it","Italian"
"pirla","it","Italian"
"pisciare","it","Italian"
"piscio","it","Italian"
"pisello","it","Italian"
"pistola","it","Italian"
"pistolotto","it","Italian"
"pomiciare","it","Italian"
"pompa","it","Italian"
"pompino","it","Italian"
"porca","it","Italian"
"porca madonna","it","Italian"
"porca miseria","it","Italian"
"porca puttana","it","Italian"
"porco due","it","Italian"
"porco zio","it","Italian"
"potta","it","Italian"
"puppami","it","Italian"
"puttana","it","Italian"
"quaglia","it","Italian"
"recchione","it","Italian"
"regina","it","Italian"
"rincoglionire","it","Italian"
"rizzarsi","it","Italian"
"rompiballe","it","Italian"
"ruffiano","it","Italian"
"sbattere","it","Italian"
"sbattersi","it","Italian"
"sborra","it","Italian"
"sborrata","it","Italian"
"sborrone","it","Italian"
"sbrodolata","it","Italian"
"scopare","it","Italian"
"scopata","it","Italian"
"scorreggiare","it","Italian"
"sega","it","Italian"
"slinguare","it","Italian"
"slinguata","it","Italian"
"smandrappata","it","Italian"
"soccia","it","Italian"
"socmel","it","Italian"
"sorca","it","Italian"
"spagnola","it","Italian"
"spompinare","it","Italian"
"sticchio","it","Italian"
"stronza","it","Italian"
"stronzata","it","Italian"
"stronzo","it","Italian"
"succhiami","it","Italian"
"sveltina","it","Italian"
"sverginare","it","Italian"
"tarzanello","it","Italian"
"terrone","it","Italian"
"testa di cazzo","it","Italian"
"tette","it","Italian"
"tirare","it","Italian"
"topa","it","Italian"
"troia","it","Italian"
"trombare","it","Italian"
"uccello","it","Italian"
"vacca","it","Italian"
"vaffanculo","it","Italian"
"vangare","it","Italian"
"venire","it","Italian"
"zinne","it","Italian"
"zio cantante","it","Italian"
"zoccola","it","Italian"
"3p","ja","Japanese"
"g スポット","ja","Japanese"
"s ＆ m","ja","Japanese"
"sm","ja","Japanese"
"sm女王","ja","Japanese"
"いたずら","ja","Japanese"
"おしっこ","ja","Japanese"
"おしり","ja","Japanese"
"おしりのあな","ja","Japanese"
"おっぱい","ja","Japanese"
"おもらし","ja","Japanese"
"お尻","ja","Japanese"
"しばり","ja","Japanese"
"ちんこ","ja","Japanese"
"なめ","ja","Japanese"
"ふたなり","ja","Japanese"
"ぶっかけ","ja","Japanese"
"ぽっちゃり","ja","Japanese"
"まんこ","ja","Japanese"
"やおい","ja","Japanese"
"やりまん","ja","Japanese"
"アジアのかわいい女の子","ja","Japanese"
"アスホール","ja","Japanese"
"アナリングス","ja","Japanese"
"アナル","ja","Japanese"
"イラマチオ","ja","Japanese"
"ウェブカメラ","ja","Japanese"
"エクスタシー","ja","Japanese"
"エスコート","ja","Japanese"
"エッチ","ja","Japanese"
"エロティズム","ja","Japanese"
"エロティック","ja","Japanese"
"オカマ","ja","Japanese"
"オシリ","ja","Japanese"
"オッパイ","ja","Japanese"
"オナニー","ja","Japanese"
"オマンコ","ja","Japanese"
"オーガズム","ja","Japanese"
"カント","ja","Japanese"
"カーマスートラ","ja","Japanese"
"クリトリス","ja","Japanese"
"クンニリングス","ja","Japanese"
"グループ・セックス","ja","Japanese"
"グロ","ja","Japanese"
"ゲイの男性","ja","Japanese"
"ゲイボーイ","ja","Japanese"
"ゲイ・セックス","ja","Japanese"
"コカイン","ja","Japanese"
"ゴックン","ja","Japanese"
"ゴールデンシャワー","ja","Japanese"
"サディズム","ja","Japanese"
"スウィンガー","ja","Japanese"
"スカトロ","ja","Japanese"
"スカートの中","ja","Japanese"
"ストラップオン","ja","Japanese"
"ストリップ劇場","ja","Japanese"
"スラット","ja","Japanese"
"スリット","ja","Japanese"
"セクシーな","ja","Japanese"
"セクシーな 10 代","ja","Japanese"
"セックス","ja","Japanese"
"ソドミー","ja","Japanese"
"テレフォンセックス","ja","Japanese"
"ディック","ja","Japanese"
"ディルド","ja","Japanese"
"ディープ・スロート","ja","Japanese"
"デブ","ja","Japanese"
"デートレイプ","ja","Japanese"
"トップレス","ja","Japanese"
"ドッグスタイル","ja","Japanese"
"ニガー","ja","Japanese"
"ヌード","ja","Japanese"
"ネオ・ナチ","ja","Japanese"
"ハードコア","ja","Japanese"
"バイブレーター","ja","Japanese"
"バック・スタイル","ja","Japanese"
"パイパン","ja","Japanese"
"パンティー","ja","Japanese"
"ビッチ","ja","Japanese"
"ファック","ja","Japanese"
"ファンタジー","ja","Japanese"
"フィスト","ja","Japanese"
"フェティッシュ","ja","Japanese"
"フェラチオ","ja","Japanese"
"フック","ja","Japanese"
"プリンス アルバート ピアス","ja","Japanese"
"プレイボーイ","ja","Japanese"
"ベアバック","ja","Japanese"
"ペニス","ja","Japanese"
"ペニスバンド","ja","Japanese"
"ホモ","ja","Japanese"
"ボンテージ","ja","Japanese"
"ボーイズラブ","ja","Japanese"
"ボールを蹴る","ja","Japanese"
"ボールギャグ","ja","Japanese"
"ポルノ","ja","Japanese"
"ポルノグラフィー","ja","Japanese"
"マザー・ファッカー","ja","Japanese"
"マスターベーション","ja","Japanese"
"ユダヤ人","ja","Japanese"
"ラティーナ","ja","Japanese"
"ラバー","ja","Japanese"
"ランジェリー","ja","Japanese"
"レイプ","ja","Japanese"
"レズビアン","ja","Japanese"
"ロリータ","ja","Japanese"
"ローター","ja","Japanese"
"両刀","ja","Japanese"
"両性","ja","Japanese"
"両性具有","ja","Japanese"
"中出し","ja","Japanese"
"乱交","ja","Japanese"
"乳首","ja","Japanese"
"二穴","ja","Japanese"
"人妻","ja","Japanese"
"人種","ja","Japanese"
"児童性虐待","ja","Japanese"
"剃毛","ja","Japanese"
"勃起する","ja","Japanese"
"卍","ja","Japanese"
"合意の性交","ja","Japanese"
"噴出","ja","Japanese"
"売春婦","ja","Japanese"
"変態","ja","Japanese"
"夢精","ja","Japanese"
"大陰唇","ja","Japanese"
"女の子","ja","Japanese"
"女子高生","ja","Japanese"
"女王様","ja","Japanese"
"女装","ja","Japanese"
"奴隷","ja","Japanese"
"嫌い","ja","Japanese"
"宦官","ja","Japanese"
"射精","ja","Japanese"
"尿道プレイ","ja","Japanese"
"巨乳","ja","Japanese"
"巨根","ja","Japanese"
"平手打ち","ja","Japanese"
"幼児","ja","Japanese"
"幼児性愛者","ja","Japanese"
"強姦犯","ja","Japanese"
"後背位","ja","Japanese"
"性交","ja","Japanese"
"手コキ","ja","Japanese"
"拷問","ja","Japanese"
"挿入","ja","Japanese"
"支配","ja","Japanese"
"新しいポルノ","ja","Japanese"
"正常位","ja","Japanese"
"殺し方","ja","Japanese"
"殺人事件","ja","Japanese"
"殺人方法","ja","Japanese"
"毛深い","ja","Japanese"
"淫乱","ja","Japanese"
"潮吹き女","ja","Japanese"
"潮吹き男性","ja","Japanese"
"獣姦","ja","Japanese"
"玉なめ","ja","Japanese"
"玉舐め","ja","Japanese"
"生殖器","ja","Japanese"
"直腸","ja","Japanese"
"精液","ja","Japanese"
"糞","ja","Japanese"
"糞便","ja","Japanese"
"糞尿愛好症","ja","Japanese"
"緊縛","ja","Japanese"
"縛り","ja","Japanese"
"肛門","ja","Japanese"
"脱衣","ja","Japanese"
"膣","ja","Japanese"
"自己愛性","ja","Japanese"
"茶色のシャワー","ja","Japanese"
"裸","ja","Japanese"
"裸の女性","ja","Japanese"
"覗き","ja","Japanese"
"誘惑","ja","Japanese"
"貞操帯","ja","Japanese"
"足を広げる","ja","Japanese"
"足フェチ","ja","Japanese"
"輪姦","ja","Japanese"
"近親相姦","ja","Japanese"
"陰毛","ja","Japanese"
"革抑制","ja","Japanese"
"騎上位","ja","Japanese"
"강간","ko","Korean"
"개새끼","ko","Korean"
"개자식","ko","Korean"
"개좆","ko","Korean"
"개차반","ko","Korean"
"거유","ko","Korean"
"계집년","ko","Korean"
"고자","ko","Korean"
"근친","ko","Korean"
"노모","ko","Korean"
"니기미","ko","Korean"
"뒤질래","ko","Korean"
"딸딸이","ko","Korean"
"때씹","ko","Korean"
"또라이","ko","Korean"
"뙤놈","ko","Korean"
"로리타","ko","Korean"
"망가","ko","Korean"
"몰카","ko","Korean"
"미친","ko","Korean"
"미친새끼","ko","Korean"
"바바리맨","ko","Korean"
"변태","ko","Korean"
"병신","ko","Korean"
"보지","ko","Korean"
"불알","ko","Korean"
"빠구리","ko","Korean"
"사까시","ko","Korean"
"섹스","ko","Korean"
"스와핑","ko","Korean"
"쌍놈","ko","Korean"
"씨발","ko","Korean"
"씨발놈","ko","Korean"
"씨팔","ko","Korean"
"씹","ko","Korean"
"씹물","ko","Korean"
"씹빨","ko","Korean"
"씹새끼","ko","Korean"
"씹알","ko","Korean"
"씹창","ko","Korean"
"씹팔","ko","Korean"
"암캐","ko","Korean"
"애자","ko","Korean"
"야동","ko","Korean"
"야사","ko","Korean"
"야애니","ko","Korean"
"엄창","ko","Korean"
"에로","ko","Korean"
"염병","ko","Korean"
"옘병","ko","Korean"
"유모","ko","Korean"
"육갑","ko","Korean"
"은꼴","ko","Korean"
"자위","ko","Korean"
"자지","ko","Korean"
"잡년","ko","Korean"
"종간나","ko","Korean"
"좆","ko","Korean"
"좆만","ko","Korean"
"죽일년","ko","Korean"
"쥐좆","ko","Korean"
"직촬","ko","Korean"
"짱깨","ko","Korean"
"쪽바리","ko","Korean"
"창녀","ko","Korean"
"포르노","ko","Korean"
"하드코어","ko","Korean"
"호로","ko","Korean"
"화냥년","ko","Korean"
"후레아들","ko","Korean"
"후장","ko","Korean"
"희쭈그리","ko","Korean"
"aardappels afgieteng","nl","Dutch"
"achter het raam zitten","nl","Dutch"
"afberen","nl","Dutch"
"aflebberen","nl","Dutch"
"afrossen","nl","Dutch"
"afrukken","nl","Dutch"
"aftrekken","nl","Dutch"
"afwerkplaats","nl","Dutch"
"afzeiken","nl","Dutch"
"afzuigen","nl","Dutch"
"anderhalve man en een paardekop","nl","Dutch"
"anita","nl","Dutch"
"asbak","nl","Dutch"
"aso","nl","Dutch"
"bagger schijten","nl","Dutch"
"balen","nl","Dutch"
"bedonderen","nl","Dutch"
"befborstelg","nl","Dutch"
"beffen","nl","Dutch"
"bekken","nl","Dutch"
"belazeren","nl","Dutch"
"besodemieterd zijn","nl","Dutch"
"besodemieteren","nl","Dutch"
"beurt","nl","Dutch"
"boemelen","nl","Dutch"
"boerelul","nl","Dutch"
"boerenpummelg","nl","Dutch"
"bokkelul","nl","Dutch"
"botergeil","nl","Dutch"
"broekhoesten","nl","Dutch"
"brugpieperg","nl","Dutch"
"buffelen","nl","Dutch"
"buiten de pot piesen","nl","Dutch"
"da's kloten van de bok","nl","Dutch"
"de ballen","nl","Dutch"
"de hoer spelen","nl","Dutch"
"de hond uitlaten","nl","Dutch"
"de koffer induiken","nl","Dutch"
"de pijp aan maarten geven","nl","Dutch"
"de pijp uitgaan","nl","Dutch"
"delg","nl","Dutch"
"dombo","nl","Dutch"
"draaikontg","nl","Dutch"
"driehoog achter wonen","nl","Dutch"
"drolg","nl","Dutch"
"drooggeiler","nl","Dutch"
"droogkloot","nl","Dutch"
"een beurt geven","nl","Dutch"
"een nummertje maken","nl","Dutch"
"een wip maken","nl","Dutch"
"eikel","nl","Dutch"
"engerd","nl","Dutch"
"flamoes","nl","Dutch"
"flikken","nl","Dutch"
"flikker","nl","Dutch"
"gadverdamme","nl","Dutch"
"galbak","nl","Dutch"
"gat","nl","Dutch"
"gedoogzone","nl","Dutch"
"geilneef","nl","Dutch"
"gesodemieter","nl","Dutch"
"godverdomme","nl","Dutch"
"graftak","nl","Dutch"
"gras maaien","nl","Dutch"
"gratenkutg","nl","Dutch"
"greppeldel","nl","Dutch"
"griet","nl","Dutch"
"hoempert","nl","Dutch"
"hoer","nl","Dutch"
"hoerenbuurt","nl","Dutch"
"hoerenloper","nl","Dutch"
"hoerig","nl","Dutch"
"hol","nl","Dutch"
"hufter","nl","Dutch"
"huisdealer","nl","Dutch"
"johny","nl","Dutch"
"kanen","nl","Dutch"
"kettingzeugg","nl","Dutch"
"klaarkomen","nl","Dutch"
"klerebeer","nl","Dutch"
"klojo","nl","Dutch"
"klooien","nl","Dutch"
"klootjesvolk","nl","Dutch"
"klootoog","nl","Dutch"
"klootzak","nl","Dutch"
"kloten","nl","Dutch"
"knor","nl","Dutch"
"kontg","nl","Dutch"
"kontneuken","nl","Dutch"
"krentekakker","nl","Dutch"
"kut","nl","Dutch"
"kuttelikkertje","nl","Dutch"
"kwakkieg","nl","Dutch"
"liefdesgrot","nl","Dutch"
"lul","nl","Dutch"
"lul-de-behanger","nl","Dutch"
"lulhannes","nl","Dutch"
"lummel","nl","Dutch"
"mafketel","nl","Dutch"
"matennaaierg","nl","Dutch"
"matje","nl","Dutch"
"mof","nl","Dutch"
"mutsg","nl","Dutch"
"naaien","nl","Dutch"
"naakt","nl","Dutch"
"neuken","nl","Dutch"
"neukstier","nl","Dutch"
"nicht","nl","Dutch"
"oetlul","nl","Dutch"
"op z'n hondjes","nl","Dutch"
"op z'n sodemieter geven","nl","Dutch"
"opgeilen","nl","Dutch"
"opkankeren","nl","Dutch"
"oprotten","nl","Dutch"
"opsodemieteren","nl","Dutch"
"opzouten","nl","Dutch"
"ouwe rukker","nl","Dutch"
"ouwehoer","nl","Dutch"
"ouwehoeren","nl","Dutch"
"paal","nl","Dutch"
"paardelul","nl","Dutch"
"palen","nl","Dutch"
"penozeg","nl","Dutch"
"piesen","nl","Dutch"
"pijpbekkieg","nl","Dutch"
"pijpen","nl","Dutch"
"pleurislaaier","nl","Dutch"
"poep","nl","Dutch"
"poepen","nl","Dutch"
"poot","nl","Dutch"
"portiekslet","nl","Dutch"
"pot","nl","Dutch"
"potverdorie","nl","Dutch"
"publiciteitsgeil","nl","Dutch"
"raaskallen","nl","Dutch"
"reet","nl","Dutch"
"reet trappen, voor zijn","nl","Dutch"
"reetridder","nl","Dutch"
"remsporeng","nl","Dutch"
"reutelen","nl","Dutch"
"rothoer","nl","Dutch"
"rotzak","nl","Dutch"
"rukhond","nl","Dutch"
"rukken","nl","Dutch"
"schatje","nl","Dutch"
"schijt","nl","Dutch"
"schijten","nl","Dutch"
"schoft","nl","Dutch"
"schuinsmarcheerder","nl","Dutch"
"slempen","nl","Dutch"
"sletg","nl","Dutch"
"sletterig","nl","Dutch"
"slik mijn zaad","nl","Dutch"
"snolg","nl","Dutch"
"spuiten","nl","Dutch"
"standje","nl","Dutch"
"standje-69g","nl","Dutch"
"stoephoer","nl","Dutch"
"stootje","nl","Dutch"
"strontg","nl","Dutch"
"sufferdg","nl","Dutch"
"tapijtnek","nl","Dutch"
"teefg","nl","Dutch"
"temeier","nl","Dutch"
"teringlijer","nl","Dutch"
"toeter","nl","Dutch"
"tongzoeng","nl","Dutch"
"triootjeg","nl","Dutch"
"trottoir prostituée","nl","Dutch"
"trottoirteef","nl","Dutch"
"vergallen","nl","Dutch"
"verkloten","nl","Dutch"
"verneuken","nl","Dutch"
"viespeuk","nl","Dutch"
"vingeren","nl","Dutch"
"vleesroos","nl","Dutch"
"voor jan lul","nl","Dutch"
"voor jan-met-de-korte-achternaam","nl","Dutch"
"watje","nl","Dutch"
"welzijnsmafia","nl","Dutch"
"wijf","nl","Dutch"
"wippen","nl","Dutch"
"wuftje","nl","Dutch"
"zaadje","nl","Dutch"
"zakkenwasser","nl","Dutch"
"zeiken","nl","Dutch"
"zeiker","nl","Dutch"
"zuigen","nl","Dutch"
"zuiplap","nl","Dutch"
"drittsekk","no","Norwegian"
"faen i helvete","no","Norwegian"
"fitte","no","Norwegian"
"jævla","no","Norwegian"
"kuk","no","Norwegian"
"kukene","no","Norwegian"
"kuker","no","Norwegian"
"pikk","no","Norwegian"
"sotrør","no","Norwegian"
"ståpikk","no","Norwegian"
"ståpikkene","no","Norwegian"
"ståpikker","no","Norwegian"
"burdel","pl","Polish"
"burdelmama","pl","Polish"
"chujnia","pl","Polish"
"ciota","pl","Polish"
"cipa","pl","Polish"
"cyc","pl","Polish"
"dmuchać","pl","Polish"
"do kurwy nędzy","pl","Polish"
"dupa","pl","Polish"
"dupek","pl","Polish"
"duperele","pl","Polish"
"dziwka","pl","Polish"
"fiut","pl","Polish"
"gówno","pl","Polish"
"gówno prawda","pl","Polish"
"huj","pl","Polish"
"ja pierdolę","pl","Polish"
"jajco","pl","Polish"
"jajeczko","pl","Polish"
"jajko","pl","Polish"
"jajo","pl","Polish"
"jebany","pl","Polish"
"jebać","pl","Polish"
"kurwa","pl","Polish"
"kurwy","pl","Polish"
"kutafon","pl","Polish"
"kutas","pl","Polish"
"lizać pałę","pl","Polish"
"obciągać chuja","pl","Polish"
"obciągać fiuta","pl","Polish"
"obciągać loda","pl","Polish"
"pieprzyć","pl","Polish"
"pierdolec","pl","Polish"
"pierdolić","pl","Polish"
"pierdolnięty","pl","Polish"
"pierdoła","pl","Polish"
"pierdzieć","pl","Polish"
"pojeb","pl","Polish"
"popierdolony","pl","Polish"
"robic loda","pl","Polish"
"robić loda","pl","Polish"
"ruchać","pl","Polish"
"rzygać","pl","Polish"
"skurwysyn","pl","Polish"
"sraczka","pl","Polish"
"srać","pl","Polish"
"suka","pl","Polish"
"syf","pl","Polish"
"wkurwiać","pl","Polish"
"zajebisty","pl","Polish"
"aborto","pt","Portuguese"
"amador","pt","Portuguese"
"aranha","pt","Portuguese"
"ariano","pt","Portuguese"
"balalao","pt","Portuguese"
"bicha","pt","Portuguese"
"biscate","pt","Portuguese"
"bissexual","pt","Portuguese"
"boceta","pt","Portuguese"
"bosta","pt","Portuguese"
"braulio de borracha","pt","Portuguese"
"bumbum","pt","Portuguese"
"burro","pt","Portuguese"
"cabrao","pt","Portuguese"
"cacete","pt","Portuguese"
"cagar","pt","Portuguese"
"camisinha","pt","Portuguese"
"caralho","pt","Portuguese"
"cerveja","pt","Portuguese"
"chochota","pt","Portuguese"
"chupar","pt","Portuguese"
"cocaína","pt","Portuguese"
"colhoes","pt","Portuguese"
"comer","pt","Portuguese"
"cona","pt","Portuguese"
"consolo","pt","Portuguese"
"corno","pt","Portuguese"
"cu","pt","Portuguese"
"dar o rabo","pt","Portuguese"
"dum raio","pt","Portuguese"
"esporra","pt","Portuguese"
"filho da puta","pt","Portuguese"
"foda","pt","Portuguese"
"foda-se","pt","Portuguese"
"foder","pt","Portuguese"
"frango assado","pt","Portuguese"
"gozar","pt","Portuguese"
"grelho","pt","Portuguese"
"heroína","pt","Portuguese"
"heterosexual","pt","Portuguese"
"homem gay","pt","Portuguese"
"homoerótico","pt","Portuguese"
"homosexual","pt","Portuguese"
"inferno","pt","Portuguese"
"lésbica","pt","Portuguese"
"mama","pt","Portuguese"
"paneleiro","pt","Portuguese"
"passar um cheque","pt","Portuguese"
"pau","pt","Portuguese"
"peidar","pt","Portuguese"
"pinto","pt","Portuguese"
"porra","pt","Portuguese"
"puta","pt","Portuguese"
"puta que pariu","pt","Portuguese"
"puta que te pariu","pt","Portuguese"
"pênis","pt","Portuguese"
"queca","pt","Portuguese"
"sacanagem","pt","Portuguese"
"saco","pt","Portuguese"
"torneira","pt","Portuguese"
"transar","pt","Portuguese"
"vai tomar no cu","pt","Portuguese"
"vai-te foder","pt","Portuguese"
"veado","pt","Portuguese"
"vibrador","pt","Portuguese"
"xana","pt","Portuguese"
"xochota","pt","Portuguese"
"ânus","pt","Portuguese"
"bychara","ru","Russian"
"byk","ru","Russian"
"chernozhopyi","ru","Russian"
"dolboy'eb","ru","Russian"
"ebalnik","ru","Russian"
"ebalo","ru","Russian"
"ebalom sch'elkat","ru","Russian"
"gol","ru","Russian"
"mudack","ru","Russian"
"opizdenet","ru","Russian"
"osto'eblo","ru","Russian"
"ostokhuitel'no","ru","Russian"
"ot'ebis","ru","Russian"
"otmudohat","ru","Russian"
"otpizdit","ru","Russian"
"otsosi","ru","Russian"
"padlo","ru","Russian"
"pedik","ru","Russian"
"perdet","ru","Russian"
"petuh","ru","Russian"
"pidar gnoinyj","ru","Russian"
"piz'det","ru","Russian"
"piz`dyulina","ru","Russian"
"pizd'uk","ru","Russian"
"pizdato","ru","Russian"
"pizdatyi","ru","Russian"
"pizdetc","ru","Russian"
"pizdoi nakryt'sja","ru","Russian"
"po khuy","ru","Russian"
"po'imat' na konchik","ru","Russian"
"po'iti posrat","ru","Russian"
"podi ku'evo","ru","Russian"
"poeben","ru","Russian"
"poluchit pizdy","ru","Russian"
"pososi moyu konfetku","ru","Russian"
"prissat","ru","Russian"
"proebat","ru","Russian"
"promudobl'adsksya pizdopro'ebina","ru","Russian"
"propezdoloch","ru","Russian"
"prosrat","ru","Russian"
"raspeezdeyi","ru","Russian"
"raspizdatyi","ru","Russian"
"raz'yebuy","ru","Russian"
"raz'yoba","ru","Russian"
"s'ebat'sya","ru","Russian"
"shalava","ru","Russian"
"styervo","ru","Russian"
"sukin syn","ru","Russian"
"svodit posrat","ru","Russian"
"svoloch","ru","Russian"
"trakhat'sya","ru","Russian"
"trimandoblydskiy pizdoproyob","ru","Russian"
"u'ebitsche","ru","Russian"
"ubl'yudok","ru","Russian"
"uboy","ru","Russian"
"v pizdu","ru","Russian"
"vafl'a","ru","Russian"
"vafli lovit","ru","Russian"
"vyperdysh","ru","Russian"
"vzdrochennyi","ru","Russian"
"yeb vas","ru","Russian"
"za'ebat","ru","Russian"
"zaebis","ru","Russian"
"zalupa","ru","Russian"
"zalupat","ru","Russian"
"zasranetc","ru","Russian"
"zassat","ru","Russian"
"zlo'ebuchy","ru","Russian"
"бардак","ru","Russian"
"бздёнок","ru","Russian"
"блядки","ru","Russian"
"блядовать","ru","Russian"
"блядство","ru","Russian"
"блядь","ru","Russian"
"бугор","ru","Russian"
"во пизду","ru","Russian"
"встать раком","ru","Russian"
"выёбываться","ru","Russian"
"гандон","ru","Russian"
"говно","ru","Russian"
"говнюк","ru","Russian"
"голый","ru","Russian"
"дать пизды","ru","Russian"
"дерьмо","ru","Russian"
"дрочить","ru","Russian"
"другой дразнится","ru","Russian"
"ебать","ru","Russian"
"ебать-копать","ru","Russian"
"ебло","ru","Russian"
"ебнуть","ru","Russian"
"жопа","ru","Russian"
"жополиз","ru","Russian"
"играть на кожаной флейте","ru","Russian"
"измудохать","ru","Russian"
"каждый дрочит как он хочет","ru","Russian"
"как два пальца обоссать","ru","Russian"
"какая разница","ru","Russian"
"курите мою трубку","ru","Russian"
"лысого в кулаке гонять","ru","Russian"
"малофя","ru","Russian"
"манда","ru","Russian"
"мандавошка","ru","Russian"
"мент","ru","Russian"
"муда","ru","Russian"
"мудило","ru","Russian"
"мудозмон","ru","Russian"
"на фиг","ru","Russian"
"на хуй","ru","Russian"
"на хую вертеть","ru","Russian"
"на хуя","ru","Russian"
"наебать","ru","Russian"
"наебениться","ru","Russian"
"наебнуться","ru","Russian"
"нахуячиться","ru","Russian"
"не ебет","ru","Russian"
"невебенный","ru","Russian"
"ни за хуй собачу","ru","Russian"
"ни хуя","ru","Russian"
"обнаженный","ru","Russian"
"обоссаться можно","ru","Russian"
"один ебётся","ru","Russian"
"опесдол","ru","Russian"
"офигеть","ru","Russian"
"охуеть","ru","Russian"
"охуйтельно","ru","Russian"
"половое сношение","ru","Russian"
"секс","ru","Russian"
"сиски","ru","Russian"
"спиздить","ru","Russian"
"срать","ru","Russian"
"ссать","ru","Russian"
"траxать","ru","Russian"
"ты мне ваньку не валяй","ru","Russian"
"фига","ru","Russian"
"хапать","ru","Russian"
"хер с ней","ru","Russian"
"хер с ним","ru","Russian"
"хохол","ru","Russian"
"хрен","ru","Russian"
"хуем груши околачивать","ru","Russian"
"хуеплет","ru","Russian"
"хуило","ru","Russian"
"хуиней страдать","ru","Russian"
"хуиня","ru","Russian"
"хуй","ru","Russian"
"хуй пинать","ru","Russian"
"хуйнуть","ru","Russian"
"хуёво","ru","Russian"
"хуёвый","ru","Russian"
"ёб твою мать","ru","Russian"
"ёбарь","ru","Russian"
"arsle","sv","Swedish"
"brutta","sv","Swedish"
"discofitta","sv","Swedish"
"dra åt helvete","sv","Swedish"
"fan","sv","Swedish"
"fitta","sv","Swedish"
"fittig","sv","Swedish"
"för helvete","sv","Swedish"
"helvete","sv","Swedish"
"hård","sv","Swedish"
"jävlar","sv","Swedish"
"knulla","sv","Swedish"
"kuksås","sv","Swedish"
"kötthuvud","sv","Swedish"
"köttnacke","sv","Swedish"
"moona","sv","Swedish"
"moonade","sv","Swedish"
"moonar","sv","Swedish"
"moonat","sv","Swedish"
"mutta","sv","Swedish"
"olla","sv","Swedish"
"pippa","sv","Swedish"
"pitt","sv","Swedish"
"prutt","sv","Swedish"
"pök","sv","Swedish"
"runka","sv","Swedish"
"röv","sv","Swedish"
"rövhål","sv","Swedish"
"rövknulla","sv","Swedish"
"satan","sv","Swedish"
"skit ner dig","sv","Swedish"
"skita","sv","Swedish"
"skäggbiff","sv","Swedish"
"snedfitta","sv","Swedish"
"snefitta","sv","Swedish"
"stake","sv","Swedish"
"subba","sv","Swedish"
"sätta på","sv","Swedish"
"sås","sv","Swedish"
"tusan","sv","Swedish"
"กระดอ","th","Thai"
"กระหรี่","th","Thai"
"กระเด้า","th","Thai"
"กะปิ","th","Thai"
"กู","th","Thai"
"ขี้","th","Thai"
"ควย","th","Thai"
"จิ๋ม","th","Thai"
"จู๋","th","Thai"
"ดอกทอง","th","Thai"
"ตอแหล","th","Thai"
"ตูด","th","Thai"
"น้ําแตก","th","Thai"
"มึง","th","Thai"
"รูตูด","th","Thai"
"ล้างตู้เย็น","th","Thai"
"สัด","th","Thai"
"ส้นตีน","th","Thai"
